orthology	SS1a	SS2b	SS4d	SS6f
M00430	0.0825764730582045	0.176047967871352	0.170828206256992	0.0832843241682762
M00432	832.410081084496	801.721240415596	809.028112874946	793.538945341385
M00433	12.6388342124852	10.7279272467833	11.1941708166979	10.161351818062
M00434	338.128632399537	354.39873709964	365.997230956454	339.642541554235
M00435	52.7776861345644	49.4596953781421	48.2119406439434	48.2690586654682
M00436	55.0149610650673	85.6172614241607	66.442217253876	85.8771963977219
M00438	166.852888398488	208.707466740599	218.993652126954	189.37610427328
M00439	191.420474470556	173.763410147421	191.283338319756	188.312344043097
M00440	0.448874791832671	0.468970279752059	1.69469517899752	0.647693616933185
M00442	5.87955912231107	2.43065493974787	4.72369949577813	4.1560260792312
M00443	30.0221677413466	21.4066697667233	22.3922808914322	31.7517015874009
M00444	19.3885616104325	19.9546947789533	19.2427058816911	25.2491323749727
M00445	140.932526755051	208.097761028238	214.653148436393	183.236685337075
M00446	6.02924317700182	5.76898356112802	4.27571418969825	3.92594537611557
M00447	24.4054535935593	19.3341767668562	26.0838866281978	23.0879197397012
M00448	0	0.688189869378955	0.606510373685269	0.345037647982472
M00449	23.0185172193628	55.6992867920656	45.4804381846354	49.7816586846862
M00450	23.8089914908648	25.7502736855562	25.4382727981002	23.0904194552616
M00451	2.65464467400212	4.40379924989592	3.3536811006743	1.84911731015321
M00452	83.6418320459247	92.0113276644788	89.1081717357006	93.4027080404821
M00453	48.5919722110289	93.4571205681193	86.0448132943576	80.0310207567579
M00454	467.718457492386	470.680400753875	446.161259962348	467.965034672598
M00455	4.0267975036566	3.43824826036403	2.29775870874488	2.38754919507097
M00456	0.283823612881785	0.101923747334366	2.14323649123045	0.317873673475773
M00457	26.7029955932467	81.4590615785419	62.0007970278575	72.8043228420258
M00458	10.1038907977982	7.90229832313953	9.86834693840775	6.61663738337253
M00459	25.9025362669913	21.2958691027348	24.4258208756176	32.3468578906718
M00460	53.0789791242135	49.8724285298385	41.4077390575876	49.6492959914209
M00461	9.17836157179314	10.7242465550017	10.461240021716	10.278938090014
M00462	1.92245176702382	1.39611100464044	1.40975367183132	1.05282037092763
M00463	0.629274265213995	1.22555470819659	0.369526409547242	0.636787628322865
M00465	6.92285207858093	2.455108512693	3.67986749618849	5.38893189409603
M00466	2.20081874829319	0.348499101147633	2.15771533701441	0.36010479418258
M00467	5.64938174582232	13.9525183534867	9.48234161691362	13.5449767109441
M00468	0.301715072719605	0.68601398993818	0	0.72178899535719
M00470	0	0	0.398864912783935	0
M00471	37.9860570138123	56.4330493605291	59.0549105816877	48.322408767877
M00472	0	2.65662461700992	3.08579833072194	0.74660844176252
M00473	10.4247780903777	17.6451176832978	20.4082883081294	21.3487222929581
M00474	0.676875805497203	1.65848697395084	2.38457439937849	4.78641899681924
M00475	26.9121476827282	35.7164127238388	52.8495949505586	29.8802031110908
M00476	0	0	0	0.381777767906532
M00477	5.48591152208332	5.35718618016721	8.19865291155203	10.9056070734289
M00478	14.1644006295324	11.8702367713684	17.6653053045839	13.9346174228487
M00479	20.4622996753706	24.9116562073792	23.7085260342618	21.4103659570303
M00481	7.8525838427557	6.67850236173709	5.46128895285605	11.0979101636396
M00482	2.45635799540008	0	2.09091090899341	2.19631559767287
M00483	2.23746806485551	5.24630967098275	5.99224015291615	4.56225753325795
