orthology	SS1a	SS2b	SS4d	SS6f
M00484	0.489760745949498	1.12685724679717	1.07524560929669	1.94901771646396
M00485	0.122252571868759	1.16494237172143	1.87494238142422	1.02142168736931
M00486	0.201721380036671	0	0.338885356244138	0
M00488	0.76165323963213	0.77842733086634	0.731155525993887	0.863095160981527
M00489	0.974236680430951	0.152302088096962	0	0.155886574419302
M00490	0	0	0	0.342174265011663
M00491	248.608223307958	276.462912855713	250.079236948899	288.811301611687
M00492	22.2116284895366	15.3027142465926	13.3601536717689	12.0770153774841
M00493	26.0781631189812	55.5914853525625	47.4778668719297	49.5080398587701
M00497	344.732797987909	337.047199358806	369.259899470063	327.623938606582
M00498	291.794555560422	208.190081025109	202.237858021825	215.8529502522
M00499	188.636249413557	187.380444748926	192.865467889016	175.970972743344
M00500	147.665561879141	149.603300890054	168.742941400493	149.725387451905
M00501	142.269213719078	180.596955798797	172.55914095057	160.933741073581
M00502	90.7277690537074	103.98223910821	121.392139930223	97.0182336291284
M00503	0.157868906115655	0	0.277834154495237	0
M00504	21.0158544419158	45.7800680537985	33.2150853091701	38.3277122289346
M00505	43.279136044787	30.7698584789747	31.6069465825569	31.2526217973802
M00506	271.682798055235	316.726064161108	303.303087976419	314.819773070397
M00507	57.1928591077895	99.0187084702158	83.7012436970676	84.5518833698651
M00509	7.55730127683263	11.876271384453	12.5022299226274	10.1940658201701
M00510	9.4074873823246	10.5147386867906	9.40321367263621	7.5126070420542
M00511	115.553076336098	87.703225912162	93.1652918472067	92.9130656405698
M00512	159.342457048629	125.766927941646	129.988590724737	135.699395582478
M00513	0.705569651242232	2.16429107167323	1.03496023181506	1.01235720609771
M00514	5.3205407900471	21.1034724693096	16.8218692112367	16.6352551786231
M00515	24.2830075697818	23.0299252044826	21.1167372296996	23.8756645435949
M00516	39.0411586364866	32.3141242934283	31.6875899610246	34.5269920571273
M00517	5.58470306958047	8.27476506165177	6.36876496915261	8.1651885592552
M00518	0	0	0.218158508635345	0
M00519	3.84156636158487	5.03625714147457	8.23173064523085	5.50659988461232
M00520	153.382314912639	97.7206381523278	104.237399346792	103.293543025953
M00521	0	0	0.197315339020503	0.712435270428355
M00522	0	0	0.178379126062681	0
M00523	115.384431653047	111.116191061829	107.223111958732	104.190411254784
M00524	61.1403502663233	46.6124484141246	45.2614101398947	62.4688889496966
M00525	393.266877330628	397.760319066109	405.921901991777	387.021617038644
M00526	336.409735397976	340.736502360477	343.077350612623	327.968425122371
M00527	357.600052877525	358.114315423977	365.145088071974	346.489296864399
M00528	12.2295493993057	16.6402921152517	15.0509848446797	13.4667588289533
M00529	199.850807250031	204.003340157088	188.402699629722	192.622263863478
M00530	204.055366296449	205.782679600092	201.506601538493	202.099295526326
M00531	64.9661020703071	66.0595089570355	62.4173327055198	64.6700951953202
M00532	288.065181049655	315.854050311228	309.445881658502	313.390300540169
M00533	56.4937900675645	89.5306497661936	81.2158178975181	91.0812515469522
M00534	0.191345685371159	8.14081915454287	3.95023532494606	5.16747088870942
M00535	745.540224926277	725.207722940776	728.157063038963	712.123707165648
M00537	9.75675053787062	23.0973385258371	22.3398411235566	21.3402108882283
M00538	7.39174694515632	18.117564034451	17.359348615882	19.6278499007049
M00539	2.08814237876754	2.85851329738639	1.51107018536033	1.51697130688101
M00540	44.887205114053	63.5994418220366	58.1147159074157	60.1034098346636
M00541	90.1309092364653	73.5864798210675	80.3718783223945	74.7728801616222
M00542	6.8810173509292	11.8830171290403	8.43449162608625	9.54225349564448
M00543	0.216209245113493	0.0823169614881981	0.286907781587183	0.174204974116971
M00544	0	0	0	0.071028421936099
M00545	35.2316121021868	51.2115650462655	39.8945247025179	46.1980989743561
M00546	38.5314801774932	42.804751825379	39.5630693217443	45.5747978359023
M00547	0.153161542369661	0.062716144725193	0.135178944987137	0
M00548	3.82963127048284	20.8824901445598	15.0418946520493	14.2165403810261
M00549	220.275815185777	208.85863175995	230.58082003661	216.994306950592
M00550	43.3717411604466	41.6676008979502	47.8126141977163	37.4873799247092
M00551	5.08440016677584	10.8732421071321	9.26807453170916	12.4670219848274
M00552	516.340452958886	486.556195977607	509.117882632456	480.517034261361
M00554	207.578473156072	182.995530248028	181.44094743762	179.285582216265
M00555	109.207167605493	140.657442787374	122.789422684844	158.963731322313
M00563	60.6401538835385	53.771282873507	55.4754814956048	57.2994736722624
M00564	1.29060519223141	1.68269518383341	1.26964953567973	1.81638144768686
M00565	399.560508822492	350.039939608941	363.390854351089	362.025334882594
M00566	0.426886055591117	0.593200881160929	0.716883815776365	0.222875669913002
M00567	47.7612492786635	43.791071378525	48.100825969383	46.5975851200072
M00568	32.9856575234102	31.5719437741728	31.5695281168142	32.080656395887
M00569	78.2066548306802	93.4908181814956	93.7240796234367	91.1802896827314
M00570	794.673884724997	773.837504591266	799.549516457274	778.387265420477
M00571	41.5760099606113	45.2117008345988	48.0485979193299	49.9773268411277
M00572	578.295631012609	555.437042832872	568.549572978187	581.404697596176
M00573	130.954700788704	138.64342443801	132.189311697749	125.682036725302
M00575	55.7948736984717	51.1038150179527	56.4530069920103	56.6996817835526
M00577	130.825672702004	138.943456549267	132.304903146354	125.812844169273
M00579	231.20964743579	188.025726811665	195.177784772506	193.855940383467
M00580	54.4211412202017	66.9079455262734	82.5241445355438	54.6951269399522
M00581	7.50580202429085	10.6387519460501	7.52960776174088	9.61133592086997
M00582	3.87585954100012	4.8052420493697	7.59385778510118	4.54959510543961
M00585	0.653957196446046	0.127181345279375	0.621613645224481	0.266030197999572
M00586	0.279677451206221	0	0	0
M00587	0.408133954957915	0	0	1.29633944577398
M00589	1.14148553531695	0.216277219953409	0.698936454644745	0.181438939203104
M00590	7.57505628832143	5.19332109216164	8.02051879329942	7.77767601325881
M00591	2.6607719213495	2.21515132487087	2.27958588138671	1.7070160436047
M00592	2.95743217957988	2.44789033329884	1.36488617116004	1.71058255347371
M00593	10.6455403526764	10.7328394677937	11.9269329073126	10.8628916657543
M00595	120.479187724742	144.209051812027	153.690924400285	150.091201379009
M00596	281.585494106243	279.199563648869	279.454560365403	285.535442020732
M00597	18.7731871697414	26.8921209627934	29.1993054337168	29.479242518002
M00599	3.63365147178046	2.84343452109306	4.66691314147213	2.91835590196195
M00600	10.9624497703329	13.5286914941621	12.6115218437434	10.3179405509649
M00601	5.19275886043201	4.14452976138163	2.40001889830919	2.86432181832411
M00602	262.237088983288	272.03638517757	251.039766044801	289.083647050245
M00603	9.27237048589718	10.0236928259093	12.8959057746759	10.7507804864974
M00605	318.138072254062	376.277048136076	339.685390332509	403.737085887439
M00606	263.123239887009	272.403588590745	250.649988320788	289.840652063622
M00607	49.2674076084094	113.443904733186	90.3422545808039	114.161531698388
M00608	7.76975725848443	5.10975224059087	6.09655187425236	5.34525082203378
M00609	200.298563167398	194.956478473231	197.775410903531	192.605188966663
M00610	0	0.145631923654759	0	0
M00615	422.605991631244	529.462723558181	487.048697781308	470.3333089687
M00620	409.710278230627	390.716994859584	401.454877902385	394.134002118134
M00622	41.5445086667235	39.8290832173407	40.383588925436	37.532216840406
M00623	48.0852932185052	31.9432593563863	35.3779461484607	37.6772830511161
M00624	0.640524888029698	2.1357422736622	0.67783401797228	1.10040633560303
M00627	18.0508947444484	9.68509016322409	12.6825722081519	9.92099536739219
M00628	94.6444832976697	100.890100210022	101.935714550197	94.2162763003892
M00630	0.501496611045012	0.0774818389930176	0.440296438202619	0.0800621338522436
M00631	151.575501860163	149.175417956421	150.157276647527	152.245566705974
M00632	451.055852526704	402.85323766283	409.667852434958	420.3982580442
M00633	8.41583240503986	12.1794194327955	8.21055894432388	8.8423921696822
M00634	0	1.5483120745927	1.50856383583561	2.78493583730116
M00636	0	0	0	0.102951308199514
M00637	2.44672286870032	3.61460067974511	1.92333416271487	4.76899615667055
M00638	8.04778086031848	47.0678857345479	29.325347804191	31.8368731971298
M00639	0.586281767442912	0.57683527952654	0.507999863067273	0.997670932153663
M00641	51.9770147137568	33.5735391621125	33.8358502105536	37.5437652295343
M00642	43.8523402790316	49.9924607467903	52.1281742633603	46.4514777178657
M00643	32.71482353997	35.5905992408236	35.9691667468786	32.9182923935275
M00644	2.99561310400516	5.8338621580477	5.69681326762172	7.81156895763298
M00645	9.6115285883118	10.3914908936442	10.1753091192401	9.26770277172902
M00646	110.82556884684	123.702246877724	123.574843984887	128.247113628322
M00647	120.407827636374	134.066511286917	132.613091241978	132.059071690704
M00648	151.634816749092	130.820384160519	133.386057529523	134.324121100472
M00649	1.18559849900624	0.669384996236177	1.17850828313236	0.75034395588121
M00651	8.01025856488715	9.39789769826279	9.152448293976	10.9227351172652
M00652	1.0125226171104	0.177875827928528	2.26484857435688	0.692994297305442
M00653	1.25971290954429	3.95580882185939	1.84562756400551	3.88927779161573
M00654	0.485812323588316	0.184736792043537	1.0762186501083	1.98160350743891
M00655	1.78104239079755	0.703480458797665	1.7277712639689	0.925857071798491
M00656	0	1.06408392217077	0.83918543482766	0
M00657	2.53130654277599	0.444689569821321	5.12488148269289	1.38355347738036
M00658	9.26186298910686	9.16010975352489	11.5244482963999	13.701829790771
M00660	6.59098444134294	10.9053094537649	7.86823365206555	8.27715620636646
M00662	0.342992053352255	0	0	0
M00663	0.609701370336077	0.631372163146413	0.20687130751966	0.180904958309093
M00664	0.348962888984212	1.18765856098977	1.52539959125836	0.778058294449315
M00667	0	0	0.179066521538838	0.260138794535681
M00668	40.1454533389649	62.164257739742	51.8751407305846	66.9919716769898
M00669	502.264239926992	540.227042567667	533.681674593695	498.452763524693
M00670	501.519823668062	538.514489542261	531.493209370337	496.818964091423
M00672	0	0.028210080098708	0.0501540877920437	0
M00673	5.53801368778368	6.36623688772511	5.15568845750224	4.81284957679581
M00677	0	0.043387063525707	0	0
M00682	0.299747968021433	0.212523648367441	0.273088777751792	0.318042966983292
M00683	0	0	0.0713790512124861	0.0114152820968731
M00687	0	0	0.0727479645234104	0
M00689	0	0.0247078310101573	0	0.0265798542684322
M00691	0	0	0	0.0283235438323239
M00692	0.163760417935008	0.118253374194118	0	0.0391566941442597
M00693	0.141925695543674	0.150635095919101	0.0315302882709607	0.0339358015916917
M00695	59.1493150542547	45.7617203375011	49.3028810992323	51.7334380359895
M00696	30.5095230314465	33.9813151478731	35.7874267189017	37.2582976999595
M00697	31.2691126044661	34.4885659031631	37.2048206063542	40.0553917611711
M00698	28.0851783073168	52.5949223640502	37.6609561167499	43.9573632504503
M00699	264.05721669758	292.182818810173	288.674337512816	291.993438989338
M00700	1.35714547208635	1.63312645522949	1.15863775532648	0.97808392605282
M00701	203.381849764118	227.211680191192	197.677138299241	225.38731416841
M00702	0.144442469655888	0.545240854000322	0.764210950460607	0.337301300668937
M00704	0	0.177742303257925	0	0.18005239709129
M00706	0.537649546112897	0.405118168019998	1.58777701926836	0.978987255180785
M00707	139.630104500794	138.422560630408	119.247216991349	126.919992921425
M00708	0	0.137834704944401	0.48070098971719	0.286852987138483
M00709	54.5852255582758	51.1734494170421	52.5229894697386	58.1344497075935
M00711	0	0	1.55565137961893	0
M00712	1.11427048020256	0	0	0
M00713	13.2364512349821	12.8614813326648	8.8134754597243	9.90847070353285
M00714	13.2364512349821	12.8614813326648	8.8134754597243	9.90847070353285
M00715	0.439213442433247	1.46713970743308	1.9989403658158	3.02550380586566
M00716	0.470082858835456	0.350796897418936	1.24467220551773	0
M00717	0.235041429417728	0.27719219126407	0.870306999805313	0
M00718	296.77204023755	327.426911032159	324.388475541966	323.953746358034
M00720	50.3362588382334	51.908301757313	54.5233683469467	57.3033949602884
M00721	16.8877283518943	18.2627293953449	18.9147854213393	17.5915460144445
M00722	5.44572390231861	10.8134278021767	11.4133600376179	9.32073975396201
M00723	9.69428080521623	10.0479724285588	9.62135294084557	12.6245661874864
M00724	12.9257077402883	13.5954606004846	13.1615728267857	16.8327549166485
M00725	0.156040881762323	0.643716853965893	0.737695476456198	2.19824505107721
M00726	6.09402255973043	6.54487249844787	7.843904479729	7.67423231867863
M00727	65.7320255568405	80.2424812817358	81.6661923407548	86.3449598635005
M00728	193.742362276648	189.096201942778	185.22834010895	200.414423706133
M00729	690.442224705875	645.627512738003	664.260896331232	637.003813373626
M00734	0	0	0.379328672157783	0
M00736	14.5413511402961	8.89034408524714	13.7007911912727	9.64556270672945
M00737	0.163254365597852	0	0.126442890719261	0
M00738	0.244881548396778	0	0	0
M00739	0.156577784950397	0.247461377249018	0.817581084404292	0.363850811848312
M00740	495.819969420044	459.135512454988	473.35084013665	467.523068444574
M00741	324.804731822819	293.302581031666	285.346296183561	301.739514763001
M00742	422.387896854673	443.511973799153	435.255294834519	428.411110855866
M00743	261.632286486789	303.204223667235	313.329615639559	287.115601394974
M00744	12.9257077402883	13.3031298526355	12.8284705877941	16.8327549166485
M00745	29.0662507231206	33.0415882106729	32.0895145694506	36.0162488615184
M00746	0.19663596709457	0	0.513455937451143	0
M00747	0.398858183254326	0.824837942266716	1.86185772678362	0.947862044457595
M00754	3.92629192137785	3.33925118086854	2.73064447642802	5.54895508181979
M00760	0.358158368636538	0.267806356251033	0.300762215788534	0.268612370904922
M00761	42.531671737229	45.9109939171358	46.7356001461577	41.8442527144611
M00762	36.9163410099815	43.8786130842084	36.3324824158888	35.8894560574595
M00763	15.3211490232129	16.3053535518782	15.2925040338823	12.7580080426724
M00764	2.49227361844124	3.30558614875538	3.10678528233978	2.1017451419994
M00766	2.12001945808378	3.70169833477358	2.44691915809303	4.93626131303208
M00767	4.73908420290041	4.71780587847054	4.55784011605302	5.09436008636073
M00768	35.5631813304522	39.3138466918873	38.8479394022473	37.0853073294651
M00769	10.0965090348014	11.9676962112224	12.6206034848506	8.95878967969067
M00770	0	2.89933873609697	2.41485316595588	2.80051370244744
M00772	18.5866983820361	28.959524155673	23.1062847740805	31.1687031521765
M00773	0	0.0420254313653544	0	0
M00774	0.00939872007668516	0.0143769220253663	0	0.0132590104846767
M00775	0	0.01538434586271	0.00895764093288258	0
M00776	0	0.0159842550872691	0.0115122510518295	0.0153226591684019
M00777	0.037511491313984	0.0415104614696326	0.0337340153953406	0.058753842950877
M00778	0.583200607028809	0.41003379743367	0.958652687450843	0.595496314666767
M00779	0	0	0.0764272406896849	0
M00780	0	0.270887350541685	0.225992547668509	0.180643038419444
M00783	0.325866560125628	0.148631690207439	0.114523135771604	0.0508096105162113
M00784	0	0.127690070660493	0.133720179393751	0.37697723685835
M00787	1.3763620272669	0.95848103826526	0.493150590724383	1.39525640995609
M00789	4.48966594914894	5.09261596055411	4.36977181798002	5.18896759165393
M00790	11.4154162379739	13.0214790646505	10.6213754592346	12.0100034631663
M00792	0.24981864858634	0	0	0.39198697512152
M00793	725.053091398431	727.356958393812	725.514388162198	695.640427096838
M00795	0.165955177902509	0	0	0
M00796	0.542776084428567	0.274248433549169	0.63873212837565	0.425072153957787
M00797	0.66487179998891	0.999939666073468	0.831244083399004	1.19097082261829
M00798	10.7609713481996	11.1858179388311	7.99589554100517	12.8762871064486
M00799	12.9131656178395	13.4229815265973	9.5950746492062	15.4515445277383
M00800	0.542411852939523	0.77280277564766	0.978670621225625	0.956994589343911
M00801	0.586849884764366	0.242608184611354	0.667587476909486	0.33336104474167
M00802	1.32209427823068	0.70432610187003	1.04259608257755	0.631823581567874
M00803	0.678014816174403	0.966003469559575	1.22333827653203	1.19624323667989
M00804	167.624484418676	160.213257056102	155.620057620483	150.839613421576
M00805	0.191431798189326	0.0366083918178019	0.0426309746232371	0
M00806	0	0	1.10645416848476	0.681607843577023
M00808	0	0	0.0999306716974804	0
M00810	0.256825757022298	0.0639336013581018	0.249008304506638	0.603395106349836
M00811	0	0.0743594634640652	0.365328839619766	0.106246132070463
M00813	2.84292260840613	2.49399344590268	4.88343591901619	1.12532192559705
M00814	0.206198225285526	0.312643298960076	0.305108170277393	0.210802290079045
M00815	0.311856982157516	0.720993020177727	1.04749891708726	0.765365170983378
M00816	1.65717501947504	1.43153144621599	11.3384783738888	0.554888751035885
M00817	0.223090170294793	0.164210481816477	4.24144968300263	0
M00818	0	0	0	0.259320748011984
M00819	0.605276087499497	0.515725597937081	0.874727128637065	0.437664315679149
M00820	3.28398581016041	5.4698729155002	4.05092386356017	6.00199868975641
M00821	41.9125480949878	44.7931142220223	45.3212091538957	53.5335296139151
M00822	44.4347273430805	48.2456278906414	48.7193911093087	45.9576562842545
M00823	1.62578972287597	2.03709066539054	1.69268024387713	1.47705723654026
M00824	1.74594207718515	2.69853774888192	2.34462947291237	2.08381992362047
M00825	0.364606369525915	0.365347417751376	0.534186687105102	0.623134983173466
M00826	0	0	0	0.0501300898892467
M00827	1.55488871899046	2.10978015600038	0.834656444173593	1.67710953542789
M00828	1.09243897117483	1.40652010400025	0.647018062859059	1.11807302361859
M00829	0.122512316892223	0.0595485849438043	0.106913120696116	0.042127201975893
M00830	1.02746728360259	1.37407587680914	1.10684256105064	0.825777427169641
M00831	0.046747418592294	0	0.0206294172427652	0.0183049939773165
M00832	0.420947901782896	0.704734992691336	0.07571122173414	0.942433129766076
M00833	0.0501421716091153	0.114008991661154	0.0885100235034827	0.0522448092594763
M00834	0.100284343218231	0.228017983322308	0.177020047006965	0.104489618518953
M00835	30.540605915059	27.1338849290132	32.7412003746514	28.5197270940265
M00836	1.26993809596076	1.73654512027211	2.33227812459622	1.43452864904585
M00837	0.0450747917387345	0.017151578371547	0.0841804447126031	0
M00838	0.0500092106126452	0.0126340751435165	0.0883716095866525	0.0432088016074461
M00839	29.9703036807353	42.2343372655099	44.3738253995035	33.6838861918767
M00840	166.298061498331	180.582471365678	190.414658517325	178.757046139071
M00841	228.32329043957	223.320102113715	217.951060590949	223.045635640983
M00842	436.474863415997	416.845522755221	414.346820243576	405.46283829832
M00843	436.474863415997	416.845522755221	414.346820243576	405.46283829832
M00844	594.060952962857	584.785166553583	587.795247084997	584.458216775432
M00845	409.885035353617	410.626719164009	409.457687580837	406.288500490248
M00846	205.773087436455	215.725377589317	219.824085321345	216.641735871163
M00847	38.7693322336482	21.5601063541981	23.4850482270971	25.405683568665
M00848	155.682018046392	154.192492073519	155.651154918667	147.297365208296
M00849	267.765332478511	292.544214558592	275.747623716191	295.194066372543
M00850	0.00645468847145874	0.448827080310371	0.213322759540593	0.124786778898163
